Id,StepTotal,Date,Time
1503960366,54,2016-03-14,00:00:00
1503960366,53,2016-03-14,01:00:00
1503960366,0,2016-03-14,02:00:00
1503960366,0,2016-03-14,03:00:00
1503960366,0,2016-03-14,04:00:00
1503960366,0,2016-03-14,05:00:00
1503960366,0,2016-03-14,06:00:00
1503960366,53,2016-03-14,07:00:00
1503960366,212,2016-03-14,08:00:00
1503960366,2832,2016-03-14,09:00:00
1503960366,43,2016-03-14,10:00:00
1503960366,220,2016-03-14,11:00:00
1503960366,181,2016-03-14,12:00:00
1503960366,12,2016-03-14,13:00:00
1503960366,44,2016-03-14,14:00:00
1503960366,205,2016-03-14,15:00:00
1503960366,152,2016-03-14,16:00:00
1503960366,226,2016-03-14,17:00:00
1503960366,516,2016-03-14,18:00:00
1503960366,559,2016-03-14,19:00:00
1503960366,1104,2016-03-14,20:00:00
1503960366,252,2016-03-14,21:00:00
1503960366,0,2016-03-14,22:00:00
1503960366,3305,2016-03-14,23:00:00
1503960366,33,2016-03-15,00:00:00
1503960366,20,2016-03-15,01:00:00
1503960366,60,2016-03-15,02:00:00
1503960366,0,2016-03-15,03:00:00
1503960366,7,2016-03-15,04:00:00
1503960366,0,2016-03-15,05:00:00
1503960366,4,2016-03-15,06:00:00
1503960366,11,2016-03-15,07:00:00
1503960366,470,2016-03-15,08:00:00
1503960366,1967,2016-03-15,09:00:00
1503960366,729,2016-03-15,10:00:00
1503960366,659,2016-03-15,11:00:00
1503960366,1787,2016-03-15,12:00:00
1503960366,333,2016-03-15,13:00:00
1503960366,980,2016-03-15,14:00:00
1503960366,371,2016-03-15,15:00:00
1503960366,605,2016-03-15,16:00:00
1503960366,623,2016-03-15,17:00:00
1503960366,467,2016-03-15,18:00:00
1503960366,282,2016-03-15,19:00:00
1503960366,3319,2016-03-15,20:00:00
1503960366,1558,2016-03-15,21:00:00
1503960366,786,2016-03-15,22:00:00
1503960366,313,2016-03-15,23:00:00
1503960366,0,2016-03-16,00:00:00
1503960366,0,2016-03-16,01:00:00
1503960366,4,2016-03-16,02:00:00
1503960366,0,2016-03-16,03:00:00
1503960366,0,2016-03-16,04:00:00
1503960366,0,2016-03-16,05:00:00
1503960366,0,2016-03-16,06:00:00
1503960366,70,2016-03-16,07:00:00
1503960366,490,2016-03-16,08:00:00
1503960366,1513,2016-03-16,09:00:00
1503960366,224,2016-03-16,10:00:00
1503960366,874,2016-03-16,11:00:00
1503960366,1451,2016-03-16,12:00:00
1503960366,329,2016-03-16,13:00:00
1503960366,61,2016-03-16,14:00:00
1503960366,456,2016-03-16,15:00:00
1503960366,775,2016-03-16,16:00:00
1503960366,1446,2016-03-16,17:00:00
1503960366,2407,2016-03-16,18:00:00
1503960366,103,2016-03-16,19:00:00
1503960366,447,2016-03-16,20:00:00
1503960366,2120,2016-03-16,21:00:00
1503960366,273,2016-03-16,22:00:00
1503960366,455,2016-03-16,23:00:00
1503960366,263,2016-03-17,00:00:00
1503960366,23,2016-03-17,01:00:00
1503960366,7,2016-03-17,02:00:00
1503960366,0,2016-03-17,03:00:00
1503960366,0,2016-03-17,04:00:00
1503960366,0,2016-03-17,05:00:00
1503960366,0,2016-03-17,06:00:00
1503960366,6,2016-03-17,07:00:00
1503960366,210,2016-03-17,08:00:00
1503960366,1530,2016-03-17,09:00:00
1503960366,124,2016-03-17,10:00:00
1503960366,1803,2016-03-17,11:00:00
1503960366,113,2016-03-17,12:00:00
1503960366,1124,2016-03-17,13:00:00
1503960366,1160,2016-03-17,14:00:00
1503960366,409,2016-03-17,15:00:00
1503960366,631,2016-03-17,16:00:00
1503960366,203,2016-03-17,17:00:00
1503960366,396,2016-03-17,18:00:00
1503960366,2165,2016-03-17,19:00:00
1503960366,147,2016-03-17,20:00:00
1503960366,2016,2016-03-17,21:00:00
1503960366,521,2016-03-17,22:00:00
1503960366,1176,2016-03-17,23:00:00
1503960366,389,2016-03-18,00:00:00
1503960366,112,2016-03-18,01:00:00
1503960366,0,2016-03-18,02:00:00
1503960366,0,2016-03-18,03:00:00
1503960366,0,2016-03-18,04:00:00
1503960366,4,2016-03-18,05:00:00
1503960366,19,2016-03-18,06:00:00
1503960366,0,2016-03-18,07:00:00
1503960366,172,2016-03-18,08:00:00
1503960366,1952,2016-03-18,09:00:00
1503960366,279,2016-03-18,10:00:00
1503960366,207,2016-03-18,11:00:00
1503960366,145,2016-03-18,12:00:00
1503960366,242,2016-03-18,13:00:00
1503960366,3160,2016-03-18,14:00:00
1503960366,852,2016-03-18,15:00:00
1503960366,270,2016-03-18,16:00:00
1503960366,24,2016-03-18,17:00:00
1503960366,444,2016-03-18,18:00:00
1503960366,4093,2016-03-18,19:00:00
1503960366,1445,2016-03-18,20:00:00
1503960366,332,2016-03-18,21:00:00
1503960366,13,2016-03-18,22:00:00
1503960366,390,2016-03-18,23:00:00
1503960366,138,2016-03-19,00:00:00
1503960366,0,2016-03-19,01:00:00
1503960366,0,2016-03-19,02:00:00
1503960366,10,2016-03-19,03:00:00
1503960366,0,2016-03-19,04:00:00
1503960366,0,2016-03-19,05:00:00
1503960366,0,2016-03-19,06:00:00
1503960366,53,2016-03-19,07:00:00
1503960366,538,2016-03-19,08:00:00
1503960366,3454,2016-03-19,09:00:00
1503960366,2106,2016-03-19,10:00:00
1503960366,1307,2016-03-19,11:00:00
1503960366,909,2016-03-19,12:00:00
1503960366,303,2016-03-19,13:00:00
1503960366,150,2016-03-19,14:00:00
1503960366,123,2016-03-19,15:00:00
1503960366,127,2016-03-19,16:00:00
1503960366,198,2016-03-19,17:00:00
1503960366,50,2016-03-19,18:00:00
1503960366,533,2016-03-19,19:00:00
1503960366,433,2016-03-19,20:00:00
1503960366,75,2016-03-19,21:00:00
1503960366,850,2016-03-19,22:00:00
1503960366,4067,2016-03-19,23:00:00
1503960366,115,2016-03-20,00:00:00
1503960366,0,2016-03-20,01:00:00
1503960366,0,2016-03-20,02:00:00
1503960366,0,2016-03-20,03:00:00
1503960366,0,2016-03-20,04:00:00
1503960366,0,2016-03-20,05:00:00
1503960366,0,2016-03-20,06:00:00
1503960366,0,2016-03-20,07:00:00
1503960366,0,2016-03-20,08:00:00
1503960366,1109,2016-03-20,09:00:00
1503960366,5000,2016-03-20,10:00:00
1503960366,1117,2016-03-20,11:00:00
1503960366,312,2016-03-20,12:00:00
1503960366,343,2016-03-20,13:00:00
1503960366,578,2016-03-20,14:00:00
1503960366,876,2016-03-20,15:00:00
1503960366,1373,2016-03-20,16:00:00
1503960366,1841,2016-03-20,17:00:00
1503960366,638,2016-03-20,18:00:00
1503960366,718,2016-03-20,19:00:00
1503960366,421,2016-03-20,20:00:00
1503960366,78,2016-03-20,21:00:00
1503960366,57,2016-03-20,22:00:00
1503960366,552,2016-03-20,23:00:00
1503960366,97,2016-03-21,00:00:00
1503960366,0,2016-03-21,01:00:00
1503960366,0,2016-03-21,02:00:00
1503960366,11,2016-03-21,03:00:00
1503960366,0,2016-03-21,04:00:00
1503960366,0,2016-03-21,05:00:00
1503960366,0,2016-03-21,06:00:00
1503960366,55,2016-03-21,07:00:00
1503960366,1114,2016-03-21,08:00:00
1503960366,1113,2016-03-21,09:00:00
1503960366,308,2016-03-21,10:00:00
1503960366,467,2016-03-21,11:00:00
1503960366,1884,2016-03-21,12:00:00
1503960366,184,2016-03-21,13:00:00
1503960366,298,2016-03-21,14:00:00
1503960366,497,2016-03-21,15:00:00
1503960366,355,2016-03-21,16:00:00
1503960366,588,2016-03-21,17:00:00
1503960366,1564,2016-03-21,18:00:00
1503960366,396,2016-03-21,19:00:00
1503960366,99,2016-03-21,20:00:00
1503960366,172,2016-03-21,21:00:00
1503960366,371,2016-03-21,22:00:00
1503960366,447,2016-03-21,23:00:00
1503960366,0,2016-03-22,00:00:00
1503960366,0,2016-03-22,01:00:00
1503960366,0,2016-03-22,02:00:00
1503960366,0,2016-03-22,03:00:00
1503960366,0,2016-03-22,04:00:00
1503960366,0,2016-03-22,05:00:00
1503960366,0,2016-03-22,06:00:00
1503960366,0,2016-03-22,07:00:00
1503960366,34,2016-03-22,08:00:00
1503960366,1732,2016-03-22,09:00:00
1503960366,497,2016-03-22,10:00:00
1503960366,296,2016-03-22,11:00:00
1503960366,322,2016-03-22,12:00:00
1503960366,657,2016-03-22,13:00:00
1503960366,1657,2016-03-22,14:00:00
1503960366,455,2016-03-22,15:00:00
1503960366,278,2016-03-22,16:00:00
1503960366,953,2016-03-22,17:00:00
1503960366,1123,2016-03-22,18:00:00
1503960366,1479,2016-03-22,19:00:00
1503960366,366,2016-03-22,20:00:00
1503960366,349,2016-03-22,21:00:00
1503960366,4587,2016-03-22,22:00:00
1503960366,351,2016-03-22,23:00:00
1503960366,14,2016-03-23,00:00:00
1503960366,50,2016-03-23,01:00:00
1503960366,29,2016-03-23,02:00:00
1503960366,0,2016-03-23,03:00:00
1503960366,0,2016-03-23,04:00:00
1503960366,0,2016-03-23,05:00:00
1503960366,0,2016-03-23,06:00:00
1503960366,82,2016-03-23,07:00:00
1503960366,534,2016-03-23,08:00:00
1503960366,1623,2016-03-23,09:00:00
1503960366,504,2016-03-23,10:00:00
1503960366,414,2016-03-23,11:00:00
1503960366,411,2016-03-23,12:00:00
1503960366,1226,2016-03-23,13:00:00
1503960366,2674,2016-03-23,14:00:00
1503960366,236,2016-03-23,15:00:00
1503960366,383,2016-03-23,16:00:00
1503960366,411,2016-03-23,17:00:00
1503960366,325,2016-03-23,18:00:00
1503960366,2937,2016-03-23,19:00:00
1503960366,1086,2016-03-23,20:00:00
1503960366,61,2016-03-23,21:00:00
1503960366,119,2016-03-23,22:00:00
1503960366,413,2016-03-23,23:00:00
1503960366,311,2016-03-24,00:00:00
1503960366,0,2016-03-24,01:00:00
1503960366,7,2016-03-24,02:00:00
1503960366,8,2016-03-24,03:00:00
1503960366,0,2016-03-24,04:00:00
1503960366,8,2016-03-24,05:00:00
1503960366,0,2016-03-24,06:00:00
1503960366,29,2016-03-24,07:00:00
1503960366,553,2016-03-24,08:00:00
1503960366,2041,2016-03-24,09:00:00
1503960366,90,2016-03-24,10:00:00
1503960366,63,2016-03-24,11:00:00
1503960366,1180,2016-03-24,12:00:00
1503960366,770,2016-03-24,13:00:00
1503960366,1320,2016-03-24,14:00:00
1503960366,504,2016-03-24,15:00:00
1503960366,210,2016-03-24,16:00:00
1503960366,526,2016-03-24,17:00:00
1503960366,66,2016-03-24,18:00:00
1503960366,75,2016-03-24,19:00:00
1503960366,3858,2016-03-24,20:00:00
1503960366,1090,2016-03-24,21:00:00
1503960366,185,2016-03-24,22:00:00
1503960366,294,2016-03-24,23:00:00
1503960366,42,2016-03-25,00:00:00
1503960366,126,2016-03-25,01:00:00
1503960366,5,2016-03-25,02:00:00
1503960366,7,2016-03-25,03:00:00
1503960366,0,2016-03-25,04:00:00
1503960366,0,2016-03-25,05:00:00
1503960366,0,2016-03-25,06:00:00
1503960366,40,2016-03-25,07:00:00
1503960366,565,2016-03-25,08:00:00
1503960366,1545,2016-03-25,09:00:00
1503960366,309,2016-03-25,10:00:00
1503960366,1226,2016-03-25,11:00:00
1503960366,78,2016-03-25,12:00:00
1503960366,187,2016-03-25,13:00:00
1503960366,419,2016-03-25,14:00:00
1503960366,0,2016-03-25,15:00:00
1503960366,427,2016-03-25,16:00:00
1503960366,435,2016-03-25,17:00:00
1503960366,238,2016-03-25,18:00:00
1503960366,135,2016-03-25,19:00:00
1503960366,2590,2016-03-25,20:00:00
1503960366,2390,2016-03-25,21:00:00
1503960366,151,2016-03-25,22:00:00
1503960366,89,2016-03-25,23:00:00
1503960366,16,2016-03-26,00:00:00
1503960366,179,2016-03-26,01:00:00
1503960366,0,2016-03-26,02:00:00
1503960366,19,2016-03-26,03:00:00
1503960366,0,2016-03-26,04:00:00
1503960366,0,2016-03-26,05:00:00
1503960366,0,2016-03-26,06:00:00
1503960366,0,2016-03-26,07:00:00
1503960366,0,2016-03-26,08:00:00
1503960366,69,2016-03-26,09:00:00
1503960366,394,2016-03-26,10:00:00
1503960366,145,2016-03-26,11:00:00
1503960366,152,2016-03-26,12:00:00
1503960366,393,2016-03-26,13:00:00
1503960366,759,2016-03-26,14:00:00
1503960366,828,2016-03-26,15:00:00
1503960366,5564,2016-03-26,16:00:00
1503960366,3053,2016-03-26,17:00:00
1503960366,3785,2016-03-26,18:00:00
1503960366,323,2016-03-26,19:00:00
1503960366,207,2016-03-26,20:00:00
1503960366,252,2016-03-26,21:00:00
1503960366,785,2016-03-26,22:00:00
1503960366,686,2016-03-26,23:00:00
1503960366,57,2016-03-27,00:00:00
1503960366,121,2016-03-27,01:00:00
1503960366,0,2016-03-27,02:00:00
1503960366,0,2016-03-27,03:00:00
1503960366,0,2016-03-27,04:00:00
1503960366,0,2016-03-27,05:00:00
1503960366,9,2016-03-27,06:00:00
1503960366,8,2016-03-27,07:00:00
1503960366,0,2016-03-27,08:00:00
1503960366,393,2016-03-27,09:00:00
1503960366,5033,2016-03-27,10:00:00
1503960366,321,2016-03-27,11:00:00
1503960366,100,2016-03-27,12:00:00
1503960366,684,2016-03-27,13:00:00
1503960366,652,2016-03-27,14:00:00
1503960366,255,2016-03-27,15:00:00
1503960366,99,2016-03-27,16:00:00
1503960366,214,2016-03-27,17:00:00
1503960366,540,2016-03-27,18:00:00
1503960366,2887,2016-03-27,19:00:00
1503960366,372,2016-03-27,20:00:00
1503960366,461,2016-03-27,21:00:00
1503960366,367,2016-03-27,22:00:00
1503960366,163,2016-03-27,23:00:00
1503960366,152,2016-03-28,00:00:00
1503960366,16,2016-03-28,01:00:00
1503960366,0,2016-03-28,02:00:00
1503960366,0,2016-03-28,03:00:00
1503960366,0,2016-03-28,04:00:00
1503960366,0,2016-03-28,05:00:00
1503960366,0,2016-03-28,06:00:00
1503960366,0,2016-03-28,07:00:00
1503960366,91,2016-03-28,08:00:00
1503960366,1801,2016-03-28,09:00:00
1503960366,209,2016-03-28,10:00:00
1503960366,242,2016-03-28,11:00:00
1503960366,198,2016-03-28,12:00:00
1503960366,3422,2016-03-28,13:00:00
1503960366,1116,2016-03-28,14:00:00
1503960366,281,2016-03-28,15:00:00
1503960366,228,2016-03-28,16:00:00
1503960366,135,2016-03-28,17:00:00
1503960366,252,2016-03-28,18:00:00
1503960366,3298,2016-03-28,19:00:00
1503960366,872,2016-03-28,20:00:00
1503960366,81,2016-03-28,21:00:00
1503960366,196,2016-03-28,22:00:00
1503960366,641,2016-03-28,23:00:00
1503960366,0,2016-03-29,00:00:00
1503960366,242,2016-03-29,01:00:00
1503960366,15,2016-03-29,02:00:00
1503960366,0,2016-03-29,03:00:00
1503960366,0,2016-03-29,04:00:00
1503960366,6,2016-03-29,05:00:00
1503960366,21,2016-03-29,06:00:00
1503960366,53,2016-03-29,07:00:00
1503960366,185,2016-03-29,08:00:00
1503960366,1580,2016-03-29,09:00:00
1503960366,446,2016-03-29,10:00:00
1503960366,869,2016-03-29,11:00:00
1503960366,147,2016-03-29,12:00:00
1503960366,1158,2016-03-29,13:00:00
1503960366,243,2016-03-29,14:00:00
1503960366,413,2016-03-29,15:00:00
1503960366,348,2016-03-29,16:00:00
1503960366,288,2016-03-29,17:00:00
1503960366,535,2016-03-29,18:00:00
1503960366,198,2016-03-29,19:00:00
1503960366,3559,2016-03-29,20:00:00
1503960366,1034,2016-03-29,21:00:00
1503960366,0,2016-03-29,22:00:00
1503960366,701,2016-03-29,23:00:00
1503960366,0,2016-03-30,00:00:00
1503960366,0,2016-03-30,01:00:00
1503960366,0,2016-03-30,02:00:00
1503960366,0,2016-03-30,03:00:00
1503960366,0,2016-03-30,04:00:00
1503960366,0,2016-03-30,05:00:00
1503960366,0,2016-03-30,06:00:00
1503960366,0,2016-03-30,07:00:00
1503960366,15,2016-03-30,08:00:00
1503960366,1379,2016-03-30,09:00:00
1503960366,233,2016-03-30,10:00:00
1503960366,475,2016-03-30,11:00:00
1503960366,1979,2016-03-30,12:00:00
1503960366,26,2016-03-30,13:00:00
1503960366,443,2016-03-30,14:00:00
1503960366,209,2016-03-30,15:00:00
1503960366,67,2016-03-30,16:00:00
1503960366,35,2016-03-30,17:00:00
1503960366,2696,2016-03-30,18:00:00
1503960366,1299,2016-03-30,19:00:00
1503960366,996,2016-03-30,20:00:00
1503960366,570,2016-03-30,21:00:00
1503960366,38,2016-03-30,22:00:00
1503960366,510,2016-03-30,23:00:00
1503960366,154,2016-03-31,00:00:00
1503960366,0,2016-03-31,01:00:00
1503960366,129,2016-03-31,02:00:00
1503960366,0,2016-03-31,03:00:00
1503960366,0,2016-03-31,04:00:00
1503960366,0,2016-03-31,05:00:00
1503960366,0,2016-03-31,06:00:00
1503960366,34,2016-03-31,07:00:00
1503960366,164,2016-03-31,08:00:00
1503960366,1539,2016-03-31,09:00:00
1503960366,314,2016-03-31,10:00:00
1503960366,119,2016-03-31,11:00:00
1503960366,358,2016-03-31,12:00:00
1503960366,460,2016-03-31,13:00:00
1503960366,796,2016-03-31,14:00:00
1503960366,988,2016-03-31,15:00:00
1503960366,135,2016-03-31,16:00:00
1503960366,145,2016-03-31,17:00:00
1503960366,198,2016-03-31,18:00:00
1503960366,231,2016-03-31,19:00:00
1503960366,1497,2016-03-31,20:00:00
1503960366,1011,2016-03-31,21:00:00
1503960366,307,2016-03-31,22:00:00
1503960366,3617,2016-03-31,23:00:00
1503960366,82,2016-04-01,00:00:00
1503960366,7,2016-04-01,01:00:00
1503960366,41,2016-04-01,02:00:00
1503960366,106,2016-04-01,03:00:00
1503960366,0,2016-04-01,04:00:00
1503960366,0,2016-04-01,05:00:00
1503960366,0,2016-04-01,06:00:00
1503960366,43,2016-04-01,07:00:00
1503960366,251,2016-04-01,08:00:00
1503960366,194,2016-04-01,09:00:00
1503960366,104,2016-04-01,10:00:00
1503960366,30,2016-04-01,11:00:00
1503960366,33,2016-04-01,12:00:00
1503960366,33,2016-04-01,13:00:00
1503960366,176,2016-04-01,14:00:00
1503960366,152,2016-04-01,15:00:00
1503960366,343,2016-04-01,16:00:00
1503960366,20,2016-04-01,17:00:00
1503960366,109,2016-04-01,18:00:00
1503960366,17,2016-04-01,19:00:00
1503960366,2534,2016-04-01,20:00:00
1503960366,2861,2016-04-01,21:00:00
1503960366,3804,2016-04-01,22:00:00
1503960366,1268,2016-04-01,23:00:00
1503960366,388,2016-04-02,00:00:00
1503960366,0,2016-04-02,01:00:00
1503960366,0,2016-04-02,02:00:00
1503960366,168,2016-04-02,03:00:00
1503960366,0,2016-04-02,04:00:00
1503960366,8,2016-04-02,05:00:00
1503960366,0,2016-04-02,06:00:00
1503960366,66,2016-04-02,07:00:00
1503960366,26,2016-04-02,08:00:00
1503960366,95,2016-04-02,09:00:00
1503960366,53,2016-04-02,10:00:00
1503960366,311,2016-04-02,11:00:00
1503960366,23,2016-04-02,12:00:00
1503960366,486,2016-04-02,13:00:00
1503960366,92,2016-04-02,14:00:00
1503960366,274,2016-04-02,15:00:00
1503960366,675,2016-04-02,16:00:00
1503960366,247,2016-04-02,17:00:00
1503960366,111,2016-04-02,18:00:00
1503960366,3545,2016-04-02,19:00:00
1503960366,1840,2016-04-02,20:00:00
1503960366,525,2016-04-02,21:00:00
1503960366,773,2016-04-02,22:00:00
1503960366,1542,2016-04-02,23:00:00
1503960366,256,2016-04-03,00:00:00
1503960366,11,2016-04-03,01:00:00
1503960366,91,2016-04-03,02:00:00
1503960366,41,2016-04-03,03:00:00
1503960366,7,2016-04-03,04:00:00
1503960366,4,2016-04-03,05:00:00
1503960366,0,2016-04-03,06:00:00
1503960366,0,2016-04-03,07:00:00
1503960366,0,2016-04-03,08:00:00
1503960366,80,2016-04-03,09:00:00
1503960366,1746,2016-04-03,10:00:00
1503960366,462,2016-04-03,11:00:00
1503960366,572,2016-04-03,12:00:00
1503960366,698,2016-04-03,13:00:00
1503960366,25,2016-04-03,14:00:00
1503960366,559,2016-04-03,15:00:00
1503960366,112,2016-04-03,16:00:00
1503960366,288,2016-04-03,17:00:00
1503960366,215,2016-04-03,18:00:00
1503960366,325,2016-04-03,19:00:00
1503960366,376,2016-04-03,20:00:00
1503960366,308,2016-04-03,21:00:00
1503960366,203,2016-04-03,22:00:00
1503960366,3637,2016-04-03,23:00:00
1503960366,121,2016-04-04,00:00:00
1503960366,53,2016-04-04,01:00:00
1503960366,63,2016-04-04,02:00:00
1503960366,9,2016-04-04,03:00:00
1503960366,0,2016-04-04,04:00:00
1503960366,31,2016-04-04,05:00:00
1503960366,0,2016-04-04,06:00:00
1503960366,37,2016-04-04,07:00:00
1503960366,407,2016-04-04,08:00:00
1503960366,1999,2016-04-04,09:00:00
1503960366,336,2016-04-04,10:00:00
1503960366,348,2016-04-04,11:00:00
1503960366,2113,2016-04-04,12:00:00
1503960366,262,2016-04-04,13:00:00
1503960366,516,2016-04-04,14:00:00
1503960366,112,2016-04-04,15:00:00
1503960366,206,2016-04-04,16:00:00
1503960366,758,2016-04-04,17:00:00
1503960366,1444,2016-04-04,18:00:00
1503960366,2628,2016-04-04,19:00:00
1503960366,1429,2016-04-04,20:00:00
1503960366,417,2016-04-04,21:00:00
1503960366,221,2016-04-04,22:00:00
1503960366,1028,2016-04-04,23:00:00
1503960366,236,2016-04-05,00:00:00
1503960366,45,2016-04-05,01:00:00
1503960366,407,2016-04-05,02:00:00
1503960366,49,2016-04-05,03:00:00
1503960366,0,2016-04-05,04:00:00
1503960366,0,2016-04-05,05:00:00
1503960366,6,2016-04-05,06:00:00
1503960366,19,2016-04-05,07:00:00
1503960366,181,2016-04-05,08:00:00
1503960366,1769,2016-04-05,09:00:00
1503960366,302,2016-04-05,10:00:00
1503960366,282,2016-04-05,11:00:00
1503960366,272,2016-04-05,12:00:00
1503960366,2532,2016-04-05,13:00:00
1503960366,1610,2016-04-05,14:00:00
1503960366,741,2016-04-05,15:00:00
1503960366,565,2016-04-05,16:00:00
1503960366,447,2016-04-05,17:00:00
1503960366,1646,2016-04-05,18:00:00
1503960366,272,2016-04-05,19:00:00
1503960366,2351,2016-04-05,20:00:00
1503960366,326,2016-04-05,21:00:00
1503960366,148,2016-04-05,22:00:00
1503960366,638,2016-04-05,23:00:00
1503960366,84,2016-04-06,00:00:00
1503960366,36,2016-04-06,01:00:00
1503960366,44,2016-04-06,02:00:00
1503960366,0,2016-04-06,03:00:00
1503960366,0,2016-04-06,04:00:00
1503960366,0,2016-04-06,05:00:00
1503960366,0,2016-04-06,06:00:00
1503960366,0,2016-04-06,07:00:00
1503960366,767,2016-04-06,08:00:00
1503960366,1426,2016-04-06,09:00:00
1503960366,399,2016-04-06,10:00:00
1503960366,96,2016-04-06,11:00:00
1503960366,161,2016-04-06,12:00:00
1503960366,2729,2016-04-06,13:00:00
1503960366,71,2016-04-06,14:00:00
1503960366,145,2016-04-06,15:00:00
1503960366,116,2016-04-06,16:00:00
1503960366,112,2016-04-06,17:00:00
1503960366,1027,2016-04-06,18:00:00
1503960366,1927,2016-04-06,19:00:00
1503960366,1124,2016-04-06,20:00:00
1503960366,1320,2016-04-06,21:00:00
1503960366,295,2016-04-06,22:00:00
1503960366,95,2016-04-06,23:00:00
1503960366,7,2016-04-07,00:00:00
1503960366,0,2016-04-07,01:00:00
1503960366,0,2016-04-07,02:00:00
1503960366,0,2016-04-07,03:00:00
1503960366,0,2016-04-07,04:00:00
1503960366,0,2016-04-07,05:00:00
1503960366,0,2016-04-07,06:00:00
1503960366,0,2016-04-07,07:00:00
1503960366,0,2016-04-07,08:00:00
1503960366,1610,2016-04-07,09:00:00
1503960366,723,2016-04-07,10:00:00
1503960366,22,2016-04-07,11:00:00
1503960366,1039,2016-04-07,12:00:00
1503960366,136,2016-04-07,13:00:00
1503960366,1574,2016-04-07,14:00:00
1503960366,464,2016-04-07,15:00:00
1503960366,770,2016-04-07,16:00:00
1503960366,357,2016-04-07,17:00:00
1503960366,347,2016-04-07,18:00:00
1503960366,1627,2016-04-07,19:00:00
1503960366,162,2016-04-07,20:00:00
1503960366,25,2016-04-07,21:00:00
1503960366,104,2016-04-07,22:00:00
1503960366,1231,2016-04-07,23:00:00
1503960366,320,2016-04-08,00:00:00
1503960366,49,2016-04-08,01:00:00
1503960366,0,2016-04-08,02:00:00
1503960366,0,2016-04-08,03:00:00
1503960366,0,2016-04-08,04:00:00
1503960366,0,2016-04-08,05:00:00
1503960366,0,2016-04-08,06:00:00
1503960366,0,2016-04-08,07:00:00
1503960366,0,2016-04-08,08:00:00
1503960366,969,2016-04-08,09:00:00
1503960366,1064,2016-04-08,10:00:00
1503960366,189,2016-04-08,11:00:00
1503960366,93,2016-04-08,12:00:00
1503960366,173,2016-04-08,13:00:00
1503960366,3159,2016-04-08,14:00:00
1503960366,163,2016-04-08,15:00:00
1503960366,174,2016-04-08,16:00:00
1503960366,1353,2016-04-08,17:00:00
1503960366,223,2016-04-08,18:00:00
1503960366,2463,2016-04-08,19:00:00
1503960366,1408,2016-04-08,20:00:00
1503960366,465,2016-04-08,21:00:00
1503960366,107,2016-04-08,22:00:00
1503960366,149,2016-04-08,23:00:00
1503960366,59,2016-04-09,00:00:00
1503960366,45,2016-04-09,01:00:00
1503960366,222,2016-04-09,02:00:00
1503960366,6,2016-04-09,03:00:00
1503960366,0,2016-04-09,04:00:00
1503960366,0,2016-04-09,05:00:00
1503960366,9,2016-04-09,06:00:00
1503960366,9,2016-04-09,07:00:00
1503960366,50,2016-04-09,08:00:00
1503960366,49,2016-04-09,09:00:00
1503960366,615,2016-04-09,10:00:00
1503960366,102,2016-04-09,11:00:00
1503960366,1854,2016-04-09,12:00:00
1503960366,2109,2016-04-09,13:00:00
1503960366,26,2016-04-09,14:00:00
1503960366,1257,2016-04-09,15:00:00
1503960366,11,2016-04-09,16:00:00
1503960366,2742,2016-04-09,17:00:00
1503960366,1692,2016-04-09,18:00:00
1503960366,65,2016-04-09,19:00:00
