Id,Calories,Date,Time
1503960366,234,2016-03-19,23:00:00
1503960366,64,2016-03-20,00:00:00
1503960366,49,2016-03-20,01:00:00
1503960366,48,2016-03-20,02:00:00
1503960366,48,2016-03-20,03:00:00
1503960366,48,2016-03-20,04:00:00
1503960366,48,2016-03-20,05:00:00
1503960366,48,2016-03-20,06:00:00
1503960366,48,2016-03-20,07:00:00
1503960366,48,2016-03-20,08:00:00
1503960366,119,2016-03-20,09:00:00
1503960366,294,2016-03-20,10:00:00
1503960366,121,2016-03-20,11:00:00
1503960366,82,2016-03-20,12:00:00
1503960366,80,2016-03-20,13:00:00
1503960366,96,2016-03-20,14:00:00
1503960366,109,2016-03-20,15:00:00
1503960366,116,2016-03-20,16:00:00
1503960366,142,2016-03-20,17:00:00
1503960366,104,2016-03-20,18:00:00
1503960366,109,2016-03-20,19:00:00
1503960366,76,2016-03-20,20:00:00
1503960366,55,2016-03-20,21:00:00
1503960366,57,2016-03-20,22:00:00
1503960366,87,2016-03-20,23:00:00
1503960366,58,2016-03-21,00:00:00
1503960366,48,2016-03-21,01:00:00
1503960366,48,2016-03-21,02:00:00
1503960366,50,2016-03-21,03:00:00
1503960366,48,2016-03-21,04:00:00
1503960366,48,2016-03-21,05:00:00
1503960366,48,2016-03-21,06:00:00
1503960366,56,2016-03-21,07:00:00
1503960366,116,2016-03-21,08:00:00
1503960366,104,2016-03-21,09:00:00
1503960366,79,2016-03-21,10:00:00
1503960366,82,2016-03-21,11:00:00
1503960366,142,2016-03-21,12:00:00
1503960366,67,2016-03-21,13:00:00
1503960366,79,2016-03-21,14:00:00
1503960366,83,2016-03-21,15:00:00
1503960366,83,2016-03-21,16:00:00
1503960366,99,2016-03-21,17:00:00
1503960366,132,2016-03-21,18:00:00
1503960366,79,2016-03-21,19:00:00
1503960366,67,2016-03-21,20:00:00
1503960366,70,2016-03-21,21:00:00
1503960366,81,2016-03-21,22:00:00
1503960366,79,2016-03-21,23:00:00
1503960366,47,2016-03-22,00:00:00
1503960366,47,2016-03-22,01:00:00
1503960366,47,2016-03-22,02:00:00
1503960366,47,2016-03-22,03:00:00
1503960366,47,2016-03-22,04:00:00
1503960366,47,2016-03-22,05:00:00
1503960366,47,2016-03-22,06:00:00
1503960366,47,2016-03-22,07:00:00
1503960366,50,2016-03-22,08:00:00
1503960366,135,2016-03-22,09:00:00
1503960366,90,2016-03-22,10:00:00
1503960366,76,2016-03-22,11:00:00
1503960366,78,2016-03-22,12:00:00
1503960366,95,2016-03-22,13:00:00
1503960366,134,2016-03-22,14:00:00
1503960366,80,2016-03-22,15:00:00
1503960366,71,2016-03-22,16:00:00
1503960366,107,2016-03-22,17:00:00
1503960366,109,2016-03-22,18:00:00
1503960366,120,2016-03-22,19:00:00
1503960366,83,2016-03-22,20:00:00
1503960366,74,2016-03-22,21:00:00
1503960366,265,2016-03-22,22:00:00
1503960366,71,2016-03-22,23:00:00
1503960366,53,2016-03-23,00:00:00
1503960366,53,2016-03-23,01:00:00
1503960366,54,2016-03-23,02:00:00
1503960366,47,2016-03-23,03:00:00
1503960366,47,2016-03-23,04:00:00
1503960366,48,2016-03-23,05:00:00
1503960366,48,2016-03-23,06:00:00
1503960366,56,2016-03-23,07:00:00
1503960366,89,2016-03-23,08:00:00
1503960366,133,2016-03-23,09:00:00
1503960366,85,2016-03-23,10:00:00
1503960366,83,2016-03-23,11:00:00
1503960366,81,2016-03-23,12:00:00
1503960366,114,2016-03-23,13:00:00
1503960366,176,2016-03-23,14:00:00
1503960366,71,2016-03-23,15:00:00
1503960366,81,2016-03-23,16:00:00
1503960366,78,2016-03-23,17:00:00
1503960366,70,2016-03-23,18:00:00
1503960366,183,2016-03-23,19:00:00
1503960366,113,2016-03-23,20:00:00
1503960366,57,2016-03-23,21:00:00
1503960366,65,2016-03-23,22:00:00
1503960366,81,2016-03-23,23:00:00
1503960366,82,2016-03-24,00:00:00
1503960366,48,2016-03-24,01:00:00
1503960366,50,2016-03-24,02:00:00
1503960366,49,2016-03-24,03:00:00
1503960366,47,2016-03-24,04:00:00
1503960366,49,2016-03-24,05:00:00
1503960366,48,2016-03-24,06:00:00
1503960366,52,2016-03-24,07:00:00
1503960366,100,2016-03-24,08:00:00
1503960366,149,2016-03-24,09:00:00
1503960366,66,2016-03-24,10:00:00
1503960366,63,2016-03-24,11:00:00
1503960366,115,2016-03-24,12:00:00
1503960366,104,2016-03-24,13:00:00
1503960366,123,2016-03-24,14:00:00
1503960366,84,2016-03-24,15:00:00
1503960366,84,2016-03-24,16:00:00
1503960366,84,2016-03-24,17:00:00
1503960366,61,2016-03-24,18:00:00
1503960366,59,2016-03-24,19:00:00
1503960366,225,2016-03-24,20:00:00
1503960366,114,2016-03-24,21:00:00
1503960366,64,2016-03-24,22:00:00
1503960366,71,2016-03-24,23:00:00
1503960366,53,2016-03-25,00:00:00
1503960366,58,2016-03-25,01:00:00
1503960366,49,2016-03-25,02:00:00
1503960366,49,2016-03-25,03:00:00
1503960366,48,2016-03-25,04:00:00
1503960366,48,2016-03-25,05:00:00
1503960366,48,2016-03-25,06:00:00
1503960366,52,2016-03-25,07:00:00
1503960366,90,2016-03-25,08:00:00
1503960366,125,2016-03-25,09:00:00
1503960366,76,2016-03-25,10:00:00
1503960366,111,2016-03-25,11:00:00
1503960366,61,2016-03-25,12:00:00
1503960366,63,2016-03-25,13:00:00
1503960366,77,2016-03-25,14:00:00
1503960366,54,2016-03-25,15:00:00
1503960366,82,2016-03-25,16:00:00
1503960366,77,2016-03-25,17:00:00
1503960366,70,2016-03-25,18:00:00
1503960366,62,2016-03-25,19:00:00
1503960366,171,2016-03-25,20:00:00
1503960366,164,2016-03-25,21:00:00
1503960366,69,2016-03-25,22:00:00
1503960366,62,2016-03-25,23:00:00
1503960366,53,2016-03-26,00:00:00
1503960366,63,2016-03-26,01:00:00
1503960366,47,2016-03-26,02:00:00
1503960366,51,2016-03-26,03:00:00
1503960366,48,2016-03-26,04:00:00
1503960366,48,2016-03-26,05:00:00
1503960366,48,2016-03-26,06:00:00
1503960366,48,2016-03-26,07:00:00
1503960366,48,2016-03-26,08:00:00
1503960366,58,2016-03-26,09:00:00
1503960366,82,2016-03-26,10:00:00
1503960366,62,2016-03-26,11:00:00
1503960366,69,2016-03-26,12:00:00
1503960366,82,2016-03-26,13:00:00
1503960366,92,2016-03-26,14:00:00
1503960366,103,2016-03-26,15:00:00
1503960366,304,2016-03-26,16:00:00
1503960366,197,2016-03-26,17:00:00
1503960366,226,2016-03-26,18:00:00
1503960366,75,2016-03-26,19:00:00
1503960366,71,2016-03-26,20:00:00
1503960366,76,2016-03-26,21:00:00
1503960366,110,2016-03-26,22:00:00
1503960366,93,2016-03-26,23:00:00
1503960366,52,2016-03-27,00:00:00
1503960366,56,2016-03-27,01:00:00
1503960366,47,2016-03-27,02:00:00
1503960366,48,2016-03-27,03:00:00
1503960366,47,2016-03-27,04:00:00
1503960366,48,2016-03-27,05:00:00
1503960366,49,2016-03-27,06:00:00
1503960366,50,2016-03-27,07:00:00
1503960366,48,2016-03-27,08:00:00
1503960366,81,2016-03-27,09:00:00
1503960366,299,2016-03-27,10:00:00
1503960366,67,2016-03-27,11:00:00
1503960366,61,2016-03-27,12:00:00
1503960366,96,2016-03-27,13:00:00
1503960366,95,2016-03-27,14:00:00
1503960366,66,2016-03-27,15:00:00
1503960366,61,2016-03-27,16:00:00
1503960366,76,2016-03-27,17:00:00
1503960366,92,2016-03-27,18:00:00
1503960366,191,2016-03-27,19:00:00
1503960366,84,2016-03-27,20:00:00
1503960366,90,2016-03-27,21:00:00
1503960366,76,2016-03-27,22:00:00
1503960366,63,2016-03-27,23:00:00
1503960366,63,2016-03-28,00:00:00
1503960366,50,2016-03-28,01:00:00
1503960366,47,2016-03-28,02:00:00
1503960366,47,2016-03-28,03:00:00
1503960366,47,2016-03-28,04:00:00
1503960366,47,2016-03-28,05:00:00
1503960366,47,2016-03-28,06:00:00
1503960366,47,2016-03-28,07:00:00
1503960366,55,2016-03-28,08:00:00
1503960366,140,2016-03-28,09:00:00
1503960366,68,2016-03-28,10:00:00
1503960366,70,2016-03-28,11:00:00
1503960366,69,2016-03-28,12:00:00
1503960366,207,2016-03-28,13:00:00
1503960366,105,2016-03-28,14:00:00
1503960366,72,2016-03-28,15:00:00
1503960366,68,2016-03-28,16:00:00
1503960366,71,2016-03-28,17:00:00
1503960366,78,2016-03-28,18:00:00
1503960366,209,2016-03-28,19:00:00
1503960366,99,2016-03-28,20:00:00
1503960366,62,2016-03-28,21:00:00
1503960366,69,2016-03-28,22:00:00
1503960366,94,2016-03-28,23:00:00
1503960366,51,2016-03-29,00:00:00
1503960366,68,2016-03-29,01:00:00
1503960366,50,2016-03-29,02:00:00
1503960366,48,2016-03-29,03:00:00
1503960366,47,2016-03-29,04:00:00
1503960366,49,2016-03-29,05:00:00
1503960366,49,2016-03-29,06:00:00
1503960366,52,2016-03-29,07:00:00
1503960366,65,2016-03-29,08:00:00
1503960366,132,2016-03-29,09:00:00
1503960366,84,2016-03-29,10:00:00
1503960366,102,2016-03-29,11:00:00
1503960366,62,2016-03-29,12:00:00
1503960366,113,2016-03-29,13:00:00
1503960366,65,2016-03-29,14:00:00
1503960366,79,2016-03-29,15:00:00
1503960366,80,2016-03-29,16:00:00
1503960366,74,2016-03-29,17:00:00
1503960366,90,2016-03-29,18:00:00
1503960366,82,2016-03-29,19:00:00
1503960366,214,2016-03-29,20:00:00
1503960366,105,2016-03-29,21:00:00
1503960366,47,2016-03-29,22:00:00
1503960366,79,2016-03-29,23:00:00
1503960366,47,2016-03-30,00:00:00
1503960366,47,2016-03-30,01:00:00
1503960366,47,2016-03-30,02:00:00
1503960366,47,2016-03-30,03:00:00
1503960366,47,2016-03-30,04:00:00
1503960366,47,2016-03-30,05:00:00
1503960366,47,2016-03-30,06:00:00
1503960366,47,2016-03-30,07:00:00
1503960366,49,2016-03-30,08:00:00
1503960366,117,2016-03-30,09:00:00
1503960366,74,2016-03-30,10:00:00
1503960366,78,2016-03-30,11:00:00
1503960366,152,2016-03-30,12:00:00
1503960366,59,2016-03-30,13:00:00
1503960366,77,2016-03-30,14:00:00
1503960366,71,2016-03-30,15:00:00
1503960366,62,2016-03-30,16:00:00
1503960366,58,2016-03-30,17:00:00
1503960366,175,2016-03-30,18:00:00
1503960366,128,2016-03-30,19:00:00
1503960366,120,2016-03-30,20:00:00
1503960366,94,2016-03-30,21:00:00
1503960366,55,2016-03-30,22:00:00
1503960366,74,2016-03-30,23:00:00
1503960366,65,2016-03-31,00:00:00
1503960366,47,2016-03-31,01:00:00
1503960366,59,2016-03-31,02:00:00
1503960366,48,2016-03-31,03:00:00
1503960366,48,2016-03-31,04:00:00
1503960366,48,2016-03-31,05:00:00
1503960366,47,2016-03-31,06:00:00
1503960366,53,2016-03-31,07:00:00
1503960366,63,2016-03-31,08:00:00
1503960366,135,2016-03-31,09:00:00
1503960366,76,2016-03-31,10:00:00
1503960366,59,2016-03-31,11:00:00
1503960366,74,2016-03-31,12:00:00
1503960366,79,2016-03-31,13:00:00
1503960366,92,2016-03-31,14:00:00
1503960366,107,2016-03-31,15:00:00
1503960366,65,2016-03-31,16:00:00
1503960366,68,2016-03-31,17:00:00
1503960366,69,2016-03-31,18:00:00
1503960366,66,2016-03-31,19:00:00
1503960366,124,2016-03-31,20:00:00
1503960366,109,2016-03-31,21:00:00
1503960366,81,2016-03-31,22:00:00
1503960366,208,2016-03-31,23:00:00
1503960366,57,2016-04-01,00:00:00
1503960366,52,2016-04-01,01:00:00
1503960366,53,2016-04-01,02:00:00
1503960366,56,2016-04-01,03:00:00
1503960366,47,2016-04-01,04:00:00
1503960366,47,2016-04-01,05:00:00
1503960366,47,2016-04-01,06:00:00
1503960366,53,2016-04-01,07:00:00
1503960366,71,2016-04-01,08:00:00
1503960366,70,2016-04-01,09:00:00
1503960366,60,2016-04-01,10:00:00
1503960366,58,2016-04-01,11:00:00
1503960366,55,2016-04-01,12:00:00
1503960366,52,2016-04-01,13:00:00
1503960366,68,2016-04-01,14:00:00
1503960366,66,2016-04-01,15:00:00
1503960366,76,2016-04-01,16:00:00
1503960366,56,2016-04-01,17:00:00
1503960366,65,2016-04-01,18:00:00
1503960366,55,2016-04-01,19:00:00
1503960366,172,2016-04-01,20:00:00
1503960366,186,2016-04-01,21:00:00
1503960366,224,2016-04-01,22:00:00
1503960366,119,2016-04-01,23:00:00
1503960366,69,2016-04-02,00:00:00
1503960366,47,2016-04-02,01:00:00
1503960366,48,2016-04-02,02:00:00
1503960366,58,2016-04-02,03:00:00
1503960366,48,2016-04-02,04:00:00
1503960366,49,2016-04-02,05:00:00
1503960366,48,2016-04-02,06:00:00
1503960366,56,2016-04-02,07:00:00
1503960366,52,2016-04-02,08:00:00
1503960366,58,2016-04-02,09:00:00
1503960366,57,2016-04-02,10:00:00
1503960366,76,2016-04-02,11:00:00
1503960366,55,2016-04-02,12:00:00
1503960366,87,2016-04-02,13:00:00
1503960366,60,2016-04-02,14:00:00
1503960366,77,2016-04-02,15:00:00
1503960366,95,2016-04-02,16:00:00
1503960366,70,2016-04-02,17:00:00
1503960366,59,2016-04-02,18:00:00
1503960366,214,2016-04-02,19:00:00
1503960366,142,2016-04-02,20:00:00
1503960366,91,2016-04-02,21:00:00
1503960366,100,2016-04-02,22:00:00
1503960366,128,2016-04-02,23:00:00
1503960366,70,2016-04-03,00:00:00
1503960366,51,2016-04-03,01:00:00
1503960366,55,2016-04-03,02:00:00
1503960366,52,2016-04-03,03:00:00
1503960366,49,2016-04-03,04:00:00
1503960366,49,2016-04-03,05:00:00
1503960366,48,2016-04-03,06:00:00
1503960366,48,2016-04-03,07:00:00
1503960366,48,2016-04-03,08:00:00
1503960366,60,2016-04-03,09:00:00
1503960366,140,2016-04-03,10:00:00
1503960366,86,2016-04-03,11:00:00
1503960366,96,2016-04-03,12:00:00
1503960366,106,2016-04-03,13:00:00
1503960366,55,2016-04-03,14:00:00
1503960366,97,2016-04-03,15:00:00
1503960366,62,2016-04-03,16:00:00
1503960366,77,2016-04-03,17:00:00
1503960366,73,2016-04-03,18:00:00
1503960366,81,2016-04-03,19:00:00
1503960366,79,2016-04-03,20:00:00
1503960366,84,2016-04-03,21:00:00
1503960366,75,2016-04-03,22:00:00
1503960366,210,2016-04-03,23:00:00
1503960366,63,2016-04-04,00:00:00
1503960366,53,2016-04-04,01:00:00
1503960366,52,2016-04-04,02:00:00
1503960366,49,2016-04-04,03:00:00
1503960366,47,2016-04-04,04:00:00
1503960366,50,2016-04-04,05:00:00
1503960366,48,2016-04-04,06:00:00
1503960366,52,2016-04-04,07:00:00
1503960366,83,2016-04-04,08:00:00
1503960366,148,2016-04-04,09:00:00
1503960366,79,2016-04-04,10:00:00
1503960366,73,2016-04-04,11:00:00
1503960366,147,2016-04-04,12:00:00
1503960366,71,2016-04-04,13:00:00
1503960366,83,2016-04-04,14:00:00
1503960366,70,2016-04-04,15:00:00
1503960366,67,2016-04-04,16:00:00
1503960366,104,2016-04-04,17:00:00
1503960366,127,2016-04-04,18:00:00
1503960366,174,2016-04-04,19:00:00
1503960366,133,2016-04-04,20:00:00
1503960366,89,2016-04-04,21:00:00
1503960366,66,2016-04-04,22:00:00
1503960366,109,2016-04-04,23:00:00
1503960366,73,2016-04-05,00:00:00
1503960366,55,2016-04-05,01:00:00
1503960366,71,2016-04-05,02:00:00
1503960366,52,2016-04-05,03:00:00
1503960366,47,2016-04-05,04:00:00
1503960366,48,2016-04-05,05:00:00
1503960366,48,2016-04-05,06:00:00
1503960366,50,2016-04-05,07:00:00
1503960366,66,2016-04-05,08:00:00
1503960366,141,2016-04-05,09:00:00
1503960366,73,2016-04-05,10:00:00
1503960366,74,2016-04-05,11:00:00
1503960366,71,2016-04-05,12:00:00
1503960366,178,2016-04-05,13:00:00
1503960366,131,2016-04-05,14:00:00
1503960366,107,2016-04-05,15:00:00
1503960366,85,2016-04-05,16:00:00
1503960366,89,2016-04-05,17:00:00
1503960366,136,2016-04-05,18:00:00
1503960366,83,2016-04-05,19:00:00
1503960366,161,2016-04-05,20:00:00
1503960366,82,2016-04-05,21:00:00
1503960366,65,2016-04-05,22:00:00
1503960366,95,2016-04-05,23:00:00
1503960366,61,2016-04-06,00:00:00
1503960366,53,2016-04-06,01:00:00
1503960366,52,2016-04-06,02:00:00
1503960366,47,2016-04-06,03:00:00
1503960366,47,2016-04-06,04:00:00
1503960366,47,2016-04-06,05:00:00
1503960366,47,2016-04-06,06:00:00
1503960366,47,2016-04-06,07:00:00
1503960366,88,2016-04-06,08:00:00
1503960366,120,2016-04-06,09:00:00
1503960366,81,2016-04-06,10:00:00
1503960366,68,2016-04-06,11:00:00
1503960366,69,2016-04-06,12:00:00
1503960366,179,2016-04-06,13:00:00
1503960366,61,2016-04-06,14:00:00
1503960366,65,2016-04-06,15:00:00
1503960366,64,2016-04-06,16:00:00
1503960366,67,2016-04-06,17:00:00
1503960366,103,2016-04-06,18:00:00
1503960366,135,2016-04-06,19:00:00
1503960366,113,2016-04-06,20:00:00
1503960366,116,2016-04-06,21:00:00
1503960366,71,2016-04-06,22:00:00
1503960366,58,2016-04-06,23:00:00
1503960366,53,2016-04-07,00:00:00
1503960366,48,2016-04-07,01:00:00
1503960366,47,2016-04-07,02:00:00
1503960366,47,2016-04-07,03:00:00
1503960366,47,2016-04-07,04:00:00
1503960366,47,2016-04-07,05:00:00
1503960366,47,2016-04-07,06:00:00
1503960366,47,2016-04-07,07:00:00
1503960366,47,2016-04-07,08:00:00
1503960366,130,2016-04-07,09:00:00
1503960366,97,2016-04-07,10:00:00
1503960366,58,2016-04-07,11:00:00
1503960366,107,2016-04-07,12:00:00
1503960366,67,2016-04-07,13:00:00
1503960366,129,2016-04-07,14:00:00
1503960366,79,2016-04-07,15:00:00
1503960366,96,2016-04-07,16:00:00
1503960366,73,2016-04-07,17:00:00
1503960366,74,2016-04-07,18:00:00
1503960366,128,2016-04-07,19:00:00
1503960366,66,2016-04-07,20:00:00
1503960366,53,2016-04-07,21:00:00
1503960366,59,2016-04-07,22:00:00
1503960366,107,2016-04-07,23:00:00
1503960366,73,2016-04-08,00:00:00
1503960366,56,2016-04-08,01:00:00
1503960366,49,2016-04-08,02:00:00
1503960366,47,2016-04-08,03:00:00
1503960366,47,2016-04-08,04:00:00
1503960366,47,2016-04-08,05:00:00
1503960366,47,2016-04-08,06:00:00
1503960366,47,2016-04-08,07:00:00
1503960366,47,2016-04-08,08:00:00
1503960366,101,2016-04-08,09:00:00
1503960366,103,2016-04-08,10:00:00
1503960366,67,2016-04-08,11:00:00
1503960366,61,2016-04-08,12:00:00
1503960366,69,2016-04-08,13:00:00
1503960366,196,2016-04-08,14:00:00
1503960366,65,2016-04-08,15:00:00
1503960366,65,2016-04-08,16:00:00
1503960366,119,2016-04-08,17:00:00
1503960366,81,2016-04-08,18:00:00
1503960366,165,2016-04-08,19:00:00
1503960366,115,2016-04-08,20:00:00
1503960366,88,2016-04-08,21:00:00
1503960366,68,2016-04-08,22:00:00
1503960366,70,2016-04-08,23:00:00
1503960366,62,2016-04-09,00:00:00
1503960366,61,2016-04-09,01:00:00
1503960366,70,2016-04-09,02:00:00
1503960366,48,2016-04-09,03:00:00
1503960366,47,2016-04-09,04:00:00
1503960366,47,2016-04-09,05:00:00
1503960366,49,2016-04-09,06:00:00
1503960366,49,2016-04-09,07:00:00
1503960366,52,2016-04-09,08:00:00
1503960366,53,2016-04-09,09:00:00
1503960366,93,2016-04-09,10:00:00
1503960366,60,2016-04-09,11:00:00
1503960366,145,2016-04-09,12:00:00
1503960366,147,2016-04-09,13:00:00
1503960366,59,2016-04-09,14:00:00
1503960366,111,2016-04-09,15:00:00
1503960366,53,2016-04-09,16:00:00
1503960366,190,2016-04-09,17:00:00
1503960366,130,2016-04-09,18:00:00
1503960366,57,2016-04-09,19:00:00
1503960366,63,2016-04-09,20:00:00
1503960366,78,2016-04-09,21:00:00
1503960366,110,2016-04-09,22:00:00
1503960366,50,2016-04-09,23:00:00
1503960366,75,2016-04-10,00:00:00
1503960366,49,2016-04-10,01:00:00
